id,location,wof_id
2015645312,"illinois,springfield,united states",-1
2019633162,canada,-1
2018649158,"chicago,illinois",-1
2018650684,oregon,-1
2020682853,italy,-1
2022645842,"malm,sweden",-1
2017647077,washington d.c.,-1
2017645048,"saratoga springs,new york",-1
2020684208,italy,-1
2018650985,new york,-1
2019641101,england,-1
2017647195,washington d.c.,-1
2020682286,ireland,-1
2017657244,"niagara falls,new york,ontario",-1
2019641105,england,-1
2021642198,russia,-1
2020637656,"java,indonesia",-1
2017652002,"arizona,coconino county",-1
2019646600,"frankfurt am main,germany",-1
2017651030,"ontario,niagara falls,new york,buffalo",-1
2020637975,java,-1
2015646060,north carolina,-1
2017657209,"niagara falls,new york,ontario",-1
2022645817,"sweden,leksand",-1
2020634284,japan,-1
2018663800,puerto rico,-1
2018648597,illinois,-1
2021637504,mexico,-1
2020637455,japan,-1
93507288,"mexico,mexico city",-1
2021636327,morocco,-1
2022649488,"otterndorf,germany",-1
2020684679,jamaica,-1
2020632606,japan,-1
89709778,new york,-1
2018663802,puerto rico,-1
2010647508,"washington,seattle",-1
2013649857,"missouri,saint louis",-1
90708248,"greensboro,north carolina",-1
2020681796,india,-1
2020680316,germany,-1
2020634290,japan,-1
2021647831,sri lanka,-1
2017656518,"new york,central park",-1
2003681433,greece,-1
2018648864,"france,brittany",-1
2020632652,japan,-1
2019639370,"cairo,egypt",-1
2019643270,"france,strasbourg",-1
2021640048,panama,-1
2011647004,washington d.c.,-1
2020680904,greece,-1
2011660050,"johnsonville,tennessee,united states",-1
2013647533,"missouri,saint louis",-1
2020680806,greece,-1
2018650161,massachusetts,-1
2018651990,"philadelphia,p.a.",-1
2020639537,mexico,-1
2020681234,india,-1
2015647147,"louisiana,lousiana,port hudson,united states",-1
2017651025,"philadelphia,pennsylvania",-1
2017645285,new york,-1
2020684102,italy,-1
2020681226,india,-1
2005691196,"wilmington,delaware",-1
2004672366,"new york,new york city",-1
2010646521,new york,-1
2003666568,"korea,inch'ŏn,south korea",-1
2006678856,"yosemite valley,california",-1
2017652673,"kentucky,columbus,united states",-1
2017657002,"new york,new york city",-1
2017650472,"poughkeepsie,new york",-1
2021640821,poland,-1
2019641137,france,-1
2018651563,"cleveland,o.h.",-1
2017650635,washington d.c.,-1
2015647750,"louisiana,lousiana,port hudson,united states",-1
2017659294,"new york,central park",-1
2017657699,new york,-1
2021645873,spain,-1
2017658868,"new york,central park",-1
2021636328,morocco,-1
2017658947,"new york,central park",-1
2018647764,colorado,-1
2018650680,oregon,-1
2020681352,india,-1
2019633838,china,-1
2018653449,"rainier,washington,mount",-1
2021645767,spain,-1
2017659861,"new york,new york city",-1
2018651775,oregon,-1
2021637914,norway,-1
2021637055,"mexico,pátzcuaro",-1
2003681416,"greece,kerkyra",-1
2019642271,france,-1
2006676213,"yosemite national park,california",-1
2022645774,zimbabwe,-1
2017659816,"new york,new york city",-1
2005677464,"united states,charleston,south carolina",-1
2018650298,new york,-1
2020683874,italy,-1
2015647557,"hopewell,virginia,united states",-1
2008678971,"china,tianjin",-1
2021646027,south africa,-1
2020680461,germany,-1
2020681171,india,-1
2017652008,arizona,-1
2021639821,panama,-1
2019634985,denmark,-1
2021640696,norway,-1
2020682006,ireland,-1
2022648293,"virginia,norfolk",-1
2006680373,yellowstone national park,-1
2020684744,jamaica,-1
2019637310,"england,london",-1
2022645135,switzerland,-1
2020683471,italy,-1
2020683176,italy,-1
2019631333,austria,-1
2018648298,pennsylvania,-1
2018649461,"antietam,maryland",-1
2021638350,norway,-1
91722424,"california,santa cruz",-1
2017651897,"johnstown,cambria county,pennsylvania",-1
2009630940,"united states,charleston,south carolina",-1
2018652005,new york,-1
2017659409,"niagara falls,new york",-1
2017659290,"new york,central park",-1
2018650626,"havana glen,new york",-1
2018650076,"minnehaha falls,minnesota",-1
2018650432,"greece,athens",-1
96520263,"puerto rico,mayagüez",-1
2017649074,"new york,central park",-1
97509628,"denver,colorado",-1
2021640952,"oporto,portugal",-1
2009632300,"balat,aydın ili,turkey",-1
2021639854,panama,-1
2020680891,greece,-1
96512459,"new mexico,santa fe",-1
2018650419,"greece,athens,acropolis",-1
2021650864,"manila,philippines",-1
2020634519,japan,-1
2017651059,"chicago,illinois",-1
2020635533,california,-1
2020680562,greece,-1
2021639649,norway,-1
93510895,"brooklyn bridge,new york",-1
2018649342,"louisiana,new orleans,lousiana",-1
2019642287,france,-1
2019641121,england,-1
2003670964,"new york,broadway",-1
2021639678,panama,-1
2021646038,south africa,-1
2015651920,serbia,-1
2017658886,"new york,central park",-1
2018650273,new york,-1
2021635845,montserrat,-1
2019642650,"england,p",-1
2022643437,switzerland,-1
2020680917,greece,-1
2022645278,niagara falls,-1
2019642727,germany,-1
2017652676,"kentucky,columbus,united states",-1
2020637926,java,-1
2017649094,"new york,central park",-1
2019633832,china,-1
2020638835,mexico,-1
2017645841,washington d.c.,-1
2017657220,"niagara falls,ontario,new york",-1
2015647116,"virginia,united states",-1
91728109,egypt,-1
2020637424,japan,-1
2019645169,"france,versailles",-1
2021637100,mexico,-1
95522202,"thousand islands,ontario,new york",-1
2017650686,"arlington,virginia,arlington national cemetery",-1
2017657342,"new york,central park",-1
2022646091,switzerland,-1
2010647371,washington d.c.,-1
96516662,"public garden,massachusetts,boston",-1
2017657080,washington d.c.,-1
2018649618,"atlantic city,new jersey",-1
2006679442,"colorado springs,garden of the gods,colorado",-1
2020637969,java,-1
2019644151,"germany,berlin",-1
2018648887,"d'armor,dinan,france,côtes",-1
2018650511,"st. paul,minnesota",-1
2020637480,japan,-1
2019644174,"germany,berlin",-1
2016646711,"virginia,united states,richmond",-1
2013649282,"missouri,saint louis",-1
2018645568,"california,san francisco",-1
2020638611,mexico,-1
2017650694,washington d.c.,-1
2020684101,italy,-1
2021640752,norway,-1
2021644181,scotland,-1
2020639616,"netherlands,amsterdam",-1
2018649935,massachusetts,-1
2013649347,"missouri,saint louis",-1
2006678975,"yosemite valley,california",-1
2019636505,egypt,-1
2020639344,madeira islands,-1
2019638883,"england,london",-1
2017657088,washington d.c.,-1
2020680383,germany,-1
2017657246,"niagara falls,ontario,new york",-1
2022645771,zimbabwe,-1
2020632631,japan,-1
2018649057,"chicago,illinois",-1
2014649895,"georgia,savannah",-1
2020681054,guadeloupe,-1
2013649933,"missouri,saint louis",-1
2017647183,"massachusetts avenue,scott circle,washington d.c.",-1
2020682943,italy,-1
2018649325,"louisiana,new orleans,lousiana",-1
2021642075,saint vincent island,-1
2003666475,"seoul,korea,south korea",-1
2017651295,"portage,pennsylvania",-1
2017660856,"france,pierrefonds,paris",-1
2020634583,japan,-1
2018645481,"california,pasadena",-1
2018653051,utah,-1
2018650087,"st. paul,minnesota",-1
2013649234,"missouri,saint louis",-1
2017659385,"tribeca,new york",-1
2022643956,sweden,-1
2021639748,panama,-1
2017647030,washington d.c.,-1
2017651954,"colorado,sterling",-1
2019639386,"england,london",-1
2019641490,france,-1
2021646982,"colombo,sri lanka",-1
2022643852,sweden,-1
2017656779,"new york,coney island",-1
2015645075,"minnesota,hibbing",-1
2017658281,"hudson river,new york,new jersey",-1
91482742,"cuba,cienfuegos",-1
2021642056,saint vincent island,-1
2019631583,"vienna,austria",-1
2020680717,greece,-1
2022643660,"sweden,huskvarna",-1
2020684058,italy,-1
2019630809,"washington,seattle,west seattle",-1
2018650593,"hamilton,new york",-1
2019638961,england,-1
2021639824,panama,-1
2020684084,italy,-1
2018652410,oregon,-1
2018648264,florida,-1
2020681499,india,-1
2016646072,france,-1
2020632700,japan,-1
2019643973,germany,-1
2015649040,united states,-1
2017645168,washington d.c.,-1
2019630128,"algeria,algiers",-1
2018649608,"minneapolis,minnesota",-1
93503751,"niagara falls,ontario,new york",-1
89712083,"eagle peak,california,yosemite valley",-1
2021641703,"russia,moscow",-1
2022643890,sweden,-1
2021646823,"spain,zaragoza",-1
2021646511,sri lanka,-1
2020684059,italy,-1
2006679629,israel,-1
2022645192,massachusetts,-1
2020681422,india,-1
2021645953,south africa,-1
2010647250,"massachusetts,nahant",-1
2003666451,"seoul,korea,south korea",-1
00650985,washington d.c.,-1
2017645039,"saratoga springs,new york",-1
2017651984,"new york,west point,united states",-1
2020684394,italy,-1
2020634741,japan,-1
2021638105,norway,-1
2009630934,"virginia,fort monroe,united states",-1
2018648622,illinois,-1
2013649515,"missouri,saint louis",-1
97501523,"gettysburg,united states,pennsylvania",-1
2017651909,"italy,rome",-1
2013649973,"missouri,saint louis",-1
2018649579,"minnesota,fort snelling",-1
2018651784,oregon,-1
2020632548,japan,-1
2013649319,"missouri,saint louis",-1
2017659850,"hudson river,new york,new york city,new jersey",-1
2020680400,germany,-1
2021641348,"russia,saint petersburg",-1
2020684331,italy,-1
2020683349,italy,-1
2021645829,spain,-1
98511092,"nova scotia,digby",-1
2018647935,florida,-1
2019643970,germany,-1
2021645503,"manila,philippines",-1
2021645882,spain,-1
2018653063,utah,-1
2020681355,india,-1
2011647061,"united states,charleston,south carolina",-1
2006679401,"yosemite valley,california",-1
2019635944,egypt,-1
2020632651,japan,-1
2018650954,new hampshire,-1
2018646193,"santa barbara,california",-1
2017657349,"new york,central park",-1
2019644179,"germany,berlin",-1
2021640017,panama,-1
